idiom,decade,rank,token,prob_mean
the last straw,1950,7,these,0.019129
the last straw,1950,8,many,0.018097
the last straw,1950,9,more,0.017416
the last straw,1950,10,those,0.015743
the last straw,1950,11,another,0.015595
the last straw,1950,12,real,0.012480
the last straw,1950,13,our,0.011340
the last straw,1950,14,their,0.010380
the last straw,1950,15,an,0.009853
the last straw,1950,16,that,0.009543
the last straw,1950,17,simple,0.009298
the last straw,1950,18,new,0.008673
the last straw,1950,19,them,0.007551
the last straw,1960,0,the,0.854702
the last straw,1960,1,a,0.056455
the last straw,1960,2,real,0.053690
the last straw,1960,3,these,0.029242
the last straw,1960,4,this,0.027924
the last straw,1960,5,two,0.023085
the last straw,1960,6,three,0.020754
the last straw,1960,7,what,0.020049
the last straw,1960,8,port,0.018915
the last straw,1960,9,plain,0.017488
the last straw,1960,10,large,0.015492
the last straw,1960,11,in,0.013562
the last straw,1960,12,another,0.013190
the last straw,1960,13,either,0.012438
the last straw,1960,14,important,0.011385
the last straw,1960,15,[,0.011166
the last straw,1960,16,their,0.010928
the last straw,1960,17,my,0.010922
the last straw,1960,18,those,0.010901
the last straw,1960,19,many,0.010754
the last straw,1970,0,pound,0.864051
the last straw,1970,1,the,0.821889
the last straw,1970,2,pounds,0.514485
the last straw,1970,3,laws,0.308554
the last straw,1970,4,belt,0.244788
the last straw,1970,5,farthing,0.209195
the last straw,1970,6,sterling,0.142811
the last straw,1970,7,penny,0.132796
the last straw,1970,8,##aires,0.114993
the last straw,1970,9,railway,0.105351
the last straw,1970,10,straw,0.081527
the last straw,1970,11,law,0.070368
the last straw,1970,12,minute,0.068894
the last straw,1970,13,so,0.057977
the last straw,1970,14,a,0.057957
the last straw,1970,15,moment,0.050919
the last straw,1970,16,£,0.039360
the last straw,1970,17,circumstance,0.035078
the last straw,1970,18,these,0.034560
the last straw,1970,19,butter,0.033893
the last straw,1980,0,the,0.821414
the last straw,1980,1,poverty,0.514045
the last straw,1980,2,manchester,0.243215
the last straw,1980,3,],0.066064
the last straw,1980,4,purse,0.065011
the last straw,1980,5,—,0.060518
the last straw,1980,6,now,0.052729
the last straw,1980,7,),0.050144
the last straw,1980,8,cape,0.047793
the last straw,1980,9,railway,0.039300
the last straw,1980,10,a,0.039257
the last straw,1980,11,speaker,0.037786
the last straw,1980,12,as,0.032187
the last straw,1980,13,also,0.028574
the last straw,1980,14,lord,0.028170
the last straw,1980,15,hunger,0.028135
the last straw,1980,16,",",0.026516
the last straw,1980,17,sheffield,0.025987
the last straw,1980,18,if,0.023470
the last straw,1980,19,this,0.023428
the last straw,1990,0,the,0.815228
the last straw,1990,1,fishing,0.364464
the last straw,1990,2,poverty,0.342790
the last straw,1990,3,hard,0.115584
the last straw,1990,4,nerve,0.068365
the last straw,1990,5,a,0.059486
the last straw,1990,6,purse,0.055774
the last straw,1990,7,this,0.046814
the last straw,1990,8,tax,0.044098
the last straw,1990,9,scottish,0.041994
the last straw,1990,10,money,0.031412
the last straw,1990,11,extra,0.029959
the last straw,1990,12,my,0.024482
the last straw,1990,13,pinch,0.022430
the last straw,1990,14,penny,0.020790
the last straw,1990,15,those,0.019472
the last straw,1990,16,heart,0.016961
the last straw,1990,17,that,0.016446
the last straw,1990,18,many,0.016049
the last straw,1990,19,an,0.015747
the last straw,2000,0,the,0.852243
the last straw,2000,1,for,0.204234
the last straw,2000,2,even,0.075351
the last straw,2000,3,an,0.036678
the last straw,2000,4,a,0.033790
the last straw,2000,5,no,0.032803
the last straw,2000,6,those,0.025896
the last straw,2000,7,this,0.025109
the last straw,2000,8,perhaps,0.023284
the last straw,2000,9,not,0.019043
the last straw,2000,10,indeed,0.018253
the last straw,2000,11,that,0.013321
the last straw,2000,12,these,0.013187
the last straw,2000,13,their,0.012294
the last straw,2000,14,every,0.010226
the last straw,2000,15,his,0.009835
the last straw,2000,16,our,0.008314
the last straw,2000,17,also,0.005625
the last straw,2000,18,possibly,0.003876
the last straw,2000,19,many,0.003438
throw a spanner in the works,1950,0,place,0.197096
throw a spanner in the works,1950,1,put,0.161383
throw a spanner in the works,1950,2,.,0.108896
throw a spanner in the works,1950,3,throw,0.077698
throw a spanner in the works,1950,4,",",0.065202
throw a spanner in the works,1950,5,a,0.056264
throw a spanner in the works,1950,6,the,0.051188
throw a spanner in the works,1950,7,be,0.042461
throw a spanner in the works,1950,8,become,0.038752
throw a spanner in the works,1950,9,find,0.037578
throw a spanner in the works,1950,10,do,0.034808
throw a spanner in the works,1950,11,take,0.034573
throw a spanner in the works,1950,12,erect,0.029458
throw a spanner in the works,1950,13,give,0.029004
throw a spanner in the works,1950,14,go,0.025866
throw a spanner in the works,1950,15,get,0.025456
throw a spanner in the works,1950,16,i,0.023667
throw a spanner in the works,1950,17,come,0.022914
throw a spanner in the works,1950,18,undertake,0.022904
throw a spanner in the works,1950,19,keep,0.022024
throw a spanner in the works,1960,0,put,0.681573
throw a spanner in the works,1960,1,place,0.047058
throw a spanner in the works,1960,2,throw,0.034908
throw a spanner in the works,1960,3,be,0.021232
throw a spanner in the works,1960,4,introduce,0.020024
throw a spanner in the works,1960,5,get,0.014444
throw a spanner in the works,1960,6,make,0.013756
throw a spanner in the works,1960,7,insert,0.008468
throw a spanner in the works,1960,8,dig,0.007921
throw a spanner in the works,1960,9,erect,0.007824
throw a spanner in the works,1960,10,create,0.006802
throw a spanner in the works,1960,11,have,0.006163
throw a spanner in the works,1960,12,plant,0.006064
throw a spanner in the works,1960,13,draw,0.005598
throw a spanner in the works,1960,14,become,0.005417
throw a spanner in the works,1960,15,pull,0.005341
throw a spanner in the works,1960,16,strike,0.005268
throw a spanner in the works,1960,17,play,0.005082
throw a spanner in the works,1960,18,set,0.004904
throw a spanner in the works,1960,19,add,0.004900
throw a spanner in the works,1970,0,be,0.259752
throw a spanner in the works,1970,1,put,0.161122
throw a spanner in the works,1970,2,throw,0.103127
throw a spanner in the works,1970,3,give,0.090369
throw a spanner in the works,1970,4,require,0.073850
throw a spanner in the works,1970,5,place,0.056694
throw a spanner in the works,1970,6,keep,0.051346
throw a spanner in the works,1970,7,become,0.047102
throw a spanner in the works,1970,8,find,0.040711
throw a spanner in the works,1970,9,make,0.031065
throw a spanner in the works,1970,10,get,0.030690
throw a spanner in the works,1970,11,cost,0.026044
throw a spanner in the works,1970,12,play,0.024168
throw a spanner in the works,1970,13,show,0.022833
throw a spanner in the works,1970,14,insert,0.021399
throw a spanner in the works,1970,15,add,0.020450
throw a spanner in the works,1970,16,need,0.020142
throw a spanner in the works,1970,17,dig,0.019859
throw a spanner in the works,1970,18,mean,0.019016
throw a spanner in the works,1970,19,leave,0.017795
throw a spanner in the works,1980,0,put,0.266548
throw a spanner in the works,1980,1,be,0.135522
throw a spanner in the works,1980,2,find,0.063742
throw a spanner in the works,1980,3,place,0.061876
throw a spanner in the works,1980,4,throw,0.058212
throw a spanner in the works,1980,5,get,0.051171
throw a spanner in the works,1980,6,become,0.037646
throw a spanner in the works,1980,7,make,0.030889
throw a spanner in the works,1980,8,have,0.024929
throw a spanner in the works,1980,9,hold,0.022229
throw a spanner in the works,1980,10,erect,0.020322
throw a spanner in the works,1980,11,create,0.019003
throw a spanner in the works,1980,12,keep,0.015857
throw a spanner in the works,1980,13,form,0.014684
throw a spanner in the works,1980,14,introduce,0.012537
throw a spanner in the works,1980,15,play,0.011610
throw a spanner in the works,1980,16,strike,0.010909
throw a spanner in the works,1980,17,build,0.010837
throw a spanner in the works,1980,18,take,0.007531
throw a spanner in the works,1980,19,provide,0.007369
throw a spanner in the works,1990,0,put,0.250257
throw a spanner in the works,1990,1,place,0.220995
throw a spanner in the works,1990,2,throw,0.053101
throw a spanner in the works,1990,3,be,0.046807
throw a spanner in the works,1990,4,draw,0.034444
throw a spanner in the works,1990,5,introduce,0.034239
throw a spanner in the works,1990,6,plant,0.032549
throw a spanner in the works,1990,7,make,0.030237
throw a spanner in the works,1990,8,erect,0.020842
throw a spanner in the works,1990,9,cut,0.020726
throw a spanner in the works,1990,10,strike,0.016626
throw a spanner in the works,1990,11,instal,0.016390
throw a spanner in the works,1990,12,insert,0.015526
throw a spanner in the works,1990,13,become,0.014810
throw a spanner in the works,1990,14,add,0.013446
throw a spanner in the works,1990,15,get,0.012813
throw a spanner in the works,1990,16,form,0.011636
throw a spanner in the works,1990,17,establish,0.011530
throw a spanner in the works,1990,18,create,0.010670
throw a spanner in the works,1990,19,find,0.010152
throw a spanner in the works,2000,0,be,0.499734
throw a spanner in the works,2000,1,put,0.231911
throw a spanner in the works,2000,2,place,0.084311
throw a spanner in the works,2000,3,erect,0.030201
throw a spanner in the works,2000,4,throw,0.029602
throw a spanner in the works,2000,5,become,0.025821
throw a spanner in the works,2000,6,fix,0.025812
throw a spanner in the works,2000,7,make,0.020584
throw a spanner in the works,2000,8,create,0.019997
throw a spanner in the works,2000,9,provide,0.019899
throw a spanner in the works,2000,10,insert,0.018517
throw a spanner in the works,2000,11,leave,0.017961
throw a spanner in the works,2000,12,form,0.017808
throw a spanner in the works,2000,13,strike,0.017492
throw a spanner in the works,2000,14,add,0.013900
throw a spanner in the works,2000,15,introduce,0.013242
throw a spanner in the works,2000,16,plant,0.012507
throw a spanner in the works,2000,17,drop,0.011052
throw a spanner in the works,2000,18,lay,0.010035
throw a spanner in the works,2000,19,have,0.009959
tip of the iceberg,1960,0,pounds,0.906918
tip of the iceberg,1960,1,site,0.233696
tip of the iceberg,1960,2,islands,0.211107
tip of the iceberg,1960,3,countries,0.189547
tip of the iceberg,1960,4,case,0.187721
tip of the iceberg,1960,5,collection,0.141054
tip of the iceberg,1960,6,horrors,0.102845
tip of the iceberg,1960,7,.,0.094888
tip of the iceberg,1960,8,problem,0.092275
tip of the iceberg,1960,9,freehold,0.088809
tip of the iceberg,1960,10,cases,0.086628
tip of the iceberg,1960,11,benefit,0.081096
tip of the iceberg,1960,12,day,0.074890
tip of the iceberg,1960,13,precincts,0.073323
tip of the iceberg,1960,14,",",0.071873
tip of the iceberg,1960,15,beginning,0.068537
tip of the iceberg,1960,16,a,0.066176
tip of the iceberg,1960,17,south,0.061801
tip of the iceberg,1960,18,top,0.060775
tip of the iceberg,1960,19,the,0.059147
tip of the iceberg,1970,0,pounds,0.508235
tip of the iceberg,1970,1,penny,0.366565
tip of the iceberg,1970,2,fraction,0.287385
tip of the iceberg,1970,3,farthing,0.271387
tip of the iceberg,1970,4,stage,0.250413
tip of the iceberg,1970,5,bit,0.210900
tip of the iceberg,1970,6,cost,0.193117
tip of the iceberg,1970,7,marking,0.190885
tip of the iceberg,1970,8,cases,0.167689
tip of the iceberg,1970,9,money,0.165363
tip of the iceberg,1970,10,tip,0.147927
tip of the iceberg,1970,11,argument,0.118685
tip of the iceberg,1970,12,case,0.111573
tip of the iceberg,1970,13,",",0.101513
tip of the iceberg,1970,14,side,0.096714
tip of the iceberg,1970,15,purchase,0.089183
tip of the iceberg,1970,16,revelations,0.087380
tip of the iceberg,1970,17,son,0.086938
tip of the iceberg,1970,18,magnitude,0.086538
tip of the iceberg,1970,19,difference,0.078154
tip of the iceberg,1980,0,pounds,0.900375
tip of the iceberg,1980,1,frauds,0.645760
tip of the iceberg,1980,2,tip,0.644427
tip of the iceberg,1980,3,crew,0.273114
tip of the iceberg,1980,4,exceptions,0.240631
tip of the iceberg,1980,5,agents,0.201590
tip of the iceberg,1980,6,editor,0.180795
tip of the iceberg,1980,7,petitions,0.134777
tip of the iceberg,1980,8,case,0.098139
tip of the iceberg,1980,9,seats,0.096850
tip of the iceberg,1980,10,closing,0.096306
tip of the iceberg,1980,11,problem,0.091321
tip of the iceberg,1980,12,the,0.090731
tip of the iceberg,1980,13,author,0.089847
tip of the iceberg,1980,14,purchase,0.089044
tip of the iceberg,1980,15,famine,0.088775
tip of the iceberg,1980,16,founder,0.081969
tip of the iceberg,1980,17,scheme,0.081625
tip of the iceberg,1980,18,surface,0.080524
tip of the iceberg,1980,19,figures,0.079855
tip of the iceberg,1990,0,surrender,0.667555
tip of the iceberg,1990,1,tip,0.539212
tip of the iceberg,1990,2,pounds,0.462992
tip of the iceberg,1990,3,cries,0.462393
tip of the iceberg,1990,4,article,0.376911
tip of the iceberg,1990,5,sterling,0.352075
tip of the iceberg,1990,6,money,0.224239
tip of the iceberg,1990,7,petition,0.206427
tip of the iceberg,1990,8,core,0.173791
tip of the iceberg,1990,9,heart,0.154410
tip of the iceberg,1990,10,savings,0.134304
tip of the iceberg,1990,11,per,0.127769
tip of the iceberg,1990,12,cost,0.121420
tip of the iceberg,1990,13,case,0.121181
tip of the iceberg,1990,14,voice,0.096204
tip of the iceberg,1990,15,pockets,0.088414
tip of the iceberg,1990,16,cause,0.070143
tip of the iceberg,1990,17,",",0.066593
tip of the iceberg,1990,18,cases,0.065787
tip of the iceberg,1990,19,beer,0.060863
tip of the iceberg,2000,0,money,0.737889
tip of the iceberg,2000,1,tip,0.646996
tip of the iceberg,2000,2,nail,0.414807
tip of the iceberg,2000,3,pounds,0.231496
tip of the iceberg,2000,4,offences,0.193322
tip of the iceberg,2000,5,prosecution,0.110698
tip of the iceberg,2000,6,level,0.106632
tip of the iceberg,2000,7,percentage,0.099715
tip of the iceberg,2000,8,case,0.098087
tip of the iceberg,2000,9,crimes,0.097531
tip of the iceberg,2000,10,cause,0.088439
tip of the iceberg,2000,11,offence,0.083169
tip of the iceberg,2000,12,extent,0.081445
tip of the iceberg,2000,13,",",0.078660
tip of the iceberg,2000,14,programme,0.075969
tip of the iceberg,2000,15,horns,0.074408
tip of the iceberg,2000,16,figures,0.074135
tip of the iceberg,2000,17,to,0.070876
tip of the iceberg,2000,18,largest,0.067629
tip of the iceberg,2000,19,breaking,0.065342
turn a blind eye,1890,0,turn,0.838383
turn a blind eye,1890,1,",",0.094750
turn a blind eye,1890,2,the,0.055170
turn a blind eye,1890,3,to,0.044662
turn a blind eye,1890,4,in,0.030432
turn a blind eye,1890,5,of,0.029454
turn a blind eye,1890,6,have,0.027254
turn a blind eye,1890,7,put,0.025954
turn a blind eye,1890,8,set,0.019740
turn a blind eye,1890,9,that,0.018673
turn a blind eye,1890,10,i,0.018209
turn a blind eye,1890,11,be,0.015875
turn a blind eye,1890,12,lend,0.015097
turn a blind eye,1890,13,education,0.014751
turn a blind eye,1890,14,.,0.014724
turn a blind eye,1890,15,cast,0.014030
turn a blind eye,1890,16,it,0.011597
turn a blind eye,1890,17,a,0.011055
turn a blind eye,1890,18,is,0.009864
turn a blind eye,1890,19,which,0.009402
turn a blind eye,1900,0,turn,0.847430
turn a blind eye,1900,1,get,0.050757
turn a blind eye,1900,2,make,0.050274
turn a blind eye,1900,3,cast,0.045313
turn a blind eye,1900,4,be,0.044636
turn a blind eye,1900,5,have,0.042549
turn a blind eye,1900,6,take,0.040259
turn a blind eye,1900,7,become,0.034428
turn a blind eye,1900,8,create,0.026473
turn a blind eye,1900,9,run,0.020789
turn a blind eye,1900,10,keep,0.016127
turn a blind eye,1900,11,find,0.013878
turn a blind eye,1900,12,do,0.013872
turn a blind eye,1900,13,form,0.011543
turn a blind eye,1900,14,establish,0.011401
turn a blind eye,1900,15,give,0.010476
turn a blind eye,1900,16,fix,0.009089
turn a blind eye,1900,17,such,0.009021
turn a blind eye,1900,18,put,0.008341
turn a blind eye,1900,19,in,0.007760
turn a blind eye,1910,0,turn,0.567262
turn a blind eye,1910,1,have,0.192657
turn a blind eye,1910,2,cast,0.091238
turn a blind eye,1910,3,keep,0.087252
turn a blind eye,1910,4,put,0.007908
turn a blind eye,1910,5,with,0.005015
turn a blind eye,1910,6,lend,0.005015
turn a blind eye,1910,7,bear,0.004681
turn a blind eye,1910,8,throw,0.003705
turn a blind eye,1910,9,shut,0.003307
turn a blind eye,1910,10,set,0.002473
turn a blind eye,1910,11,fix,0.002471
turn a blind eye,1910,12,take,0.002008
turn a blind eye,1910,13,show,0.001958
turn a blind eye,1910,14,close,0.001723
turn a blind eye,1910,15,be,0.001615
turn a blind eye,1910,16,hold,0.001501
turn a blind eye,1910,17,carry,0.001442
turn a blind eye,1910,18,watch,0.001239
turn a blind eye,1910,19,look,0.001233
turn a blind eye,1920,0,turn,0.491142
turn a blind eye,1920,1,cast,0.164544
turn a blind eye,1920,2,have,0.111921
turn a blind eye,1920,3,the,0.095081
turn a blind eye,1920,4,lend,0.065945
turn a blind eye,1920,5,",",0.045297
turn a blind eye,1920,6,a,0.032873
turn a blind eye,1920,7,keep,0.030175
turn a blind eye,1920,8,to,0.025015
turn a blind eye,1920,9,her,0.023979
turn a blind eye,1920,10,.,0.023848
turn a blind eye,1920,11,that,0.021947
turn a blind eye,1920,12,put,0.020925
turn a blind eye,1920,13,this,0.019109
turn a blind eye,1920,14,in,0.015946
turn a blind eye,1920,15,—,0.015473
turn a blind eye,1920,16,be,0.012494
turn a blind eye,1920,17,his,0.012321
turn a blind eye,1920,18,shut,0.011797
turn a blind eye,1920,19,as,0.010902
turn a blind eye,1930,0,turn,0.595912
turn a blind eye,1930,1,have,0.177189
turn a blind eye,1930,2,",",0.094196
turn a blind eye,1930,3,keep,0.070994
turn a blind eye,1930,4,cast,0.057691
turn a blind eye,1930,5,from,0.040503
turn a blind eye,1930,6,the,0.040259
turn a blind eye,1930,7,a,0.040097
turn a blind eye,1930,8,i,0.031261
turn a blind eye,1930,9,to,0.030272
turn a blind eye,1930,10,.,0.022641
turn a blind eye,1930,11,want,0.021087
turn a blind eye,1930,12,this,0.019368
turn a blind eye,1930,13,it,0.019139
turn a blind eye,1930,14,put,0.019118
turn a blind eye,1930,15,that,0.017833
turn a blind eye,1930,16,as,0.017033
turn a blind eye,1930,17,in,0.016544
turn a blind eye,1930,18,is,0.015150
turn a blind eye,1930,19,us,0.015102
turn a blind eye,1940,0,turn,0.524992
turn a blind eye,1940,1,have,0.206846
turn a blind eye,1940,2,cast,0.154776
turn a blind eye,1940,3,turned,0.064442
turn a blind eye,1940,4,lent,0.050306
turn a blind eye,1940,5,keep,0.030894
turn a blind eye,1940,6,had,0.018052
turn a blind eye,1940,7,come,0.016916
turn a blind eye,1940,8,put,0.015433
turn a blind eye,1940,9,get,0.013447
turn a blind eye,1940,10,has,0.012492
turn a blind eye,1940,11,are,0.009026
turn a blind eye,1940,12,shut,0.007752
turn a blind eye,1940,13,placed,0.007631
turn a blind eye,1940,14,throw,0.006139
turn a blind eye,1940,15,bear,0.005721
turn a blind eye,1940,16,fix,0.005344
turn a blind eye,1940,17,with,0.005000
turn a blind eye,1940,18,lend,0.004749
turn a blind eye,1940,19,kept,0.004557
turn a blind eye,1950,0,turn,0.696680
turn a blind eye,1950,1,cast,0.090157
turn a blind eye,1950,2,have,0.085848
turn a blind eye,1950,3,",",0.085615
turn a blind eye,1950,4,the,0.070054
turn a blind eye,1950,5,turning,0.060906
turn a blind eye,1950,6,to,0.053243
turn a blind eye,1950,7,a,0.034485
turn a blind eye,1950,8,with,0.033335
turn a blind eye,1950,9,.,0.029921
turn a blind eye,1950,10,casting,0.029534
turn a blind eye,1950,11,and,0.028739
turn a blind eye,1950,12,in,0.028057
turn a blind eye,1950,13,putting,0.027119
turn a blind eye,1950,14,not,0.026335
turn a blind eye,1950,15,pick,0.026192
turn a blind eye,1950,16,?,0.025850
turn a blind eye,1950,17,of,0.023848
turn a blind eye,1950,18,you,0.022745
turn a blind eye,1950,19,trust,0.022259
turn a blind eye,1960,0,turn,0.653372
turn a blind eye,1960,1,have,0.100537
turn a blind eye,1960,2,",",0.088646
turn a blind eye,1960,3,an,0.079584
turn a blind eye,1960,4,cast,0.069944
turn a blind eye,1960,5,a,0.057267
turn a blind eye,1960,6,to,0.056551
turn a blind eye,1960,7,keep,0.050033
turn a blind eye,1960,8,education,0.045625
turn a blind eye,1960,9,number,0.044374
turn a blind eye,1960,10,.,0.039132
turn a blind eye,1960,11,the,0.036605
turn a blind eye,1960,12,his,0.035415
turn a blind eye,1960,13,in,0.035177
turn a blind eye,1960,14,population,0.032220
turn a blind eye,1960,15,schools,0.028542
turn a blind eye,1960,16,of,0.027012
turn a blind eye,1960,17,such,0.022322
turn a blind eye,1960,18,that,0.018964
turn a blind eye,1960,19,he,0.018601
turn a blind eye,1970,0,pounds,0.775199
turn a blind eye,1970,1,turn,0.675238
turn a blind eye,1970,2,doors,0.626645
turn a blind eye,1970,3,have,0.127576
turn a blind eye,1970,4,the,0.081701
turn a blind eye,1970,5,guineas,0.062754
turn a blind eye,1970,6,confidence,0.058685
turn a blind eye,1970,7,shillings,0.057310
turn a blind eye,1970,8,parliament,0.056738
turn a blind eye,1970,9,",",0.056115
turn a blind eye,1970,10,cast,0.052976
turn a blind eye,1970,11,—,0.051660
turn a blind eye,1970,12,a,0.049181
turn a blind eye,1970,13,dollars,0.046607
turn a blind eye,1970,14,from,0.041559
turn a blind eye,1970,15,an,0.041118
turn a blind eye,1970,16,office,0.030100
turn a blind eye,1970,17,to,0.029690
turn a blind eye,1970,18,keep,0.029347
turn a blind eye,1970,19,pence,0.025569
turn a blind eye,1980,0,pounds,0.999180
turn a blind eye,1980,1,turn,0.657949
turn a blind eye,1980,2,course,0.208538
turn a blind eye,1980,3,state,0.192995
turn a blind eye,1980,4,convert,0.152225
turn a blind eye,1980,5,turns,0.130430
turn a blind eye,1980,6,character,0.112649
turn a blind eye,1980,7,have,0.110154
turn a blind eye,1980,8,change,0.094991
turn a blind eye,1980,9,##ness,0.081874
turn a blind eye,1980,10,shows,0.072157
turn a blind eye,1980,11,##ry,0.072052
turn a blind eye,1980,12,cast,0.062234
turn a blind eye,1980,13,plant,0.057739
turn a blind eye,1980,14,the,0.051525
turn a blind eye,1980,15,catch,0.049709
turn a blind eye,1980,16,turning,0.047570
turn a blind eye,1980,17,metal,0.046033
turn a blind eye,1980,18,",",0.045119
turn a blind eye,1980,19,no,0.044055
turn a blind eye,1990,0,turn,0.684024
turn a blind eye,1990,1,go,0.624799
turn a blind eye,1990,2,money,0.467713
turn a blind eye,1990,3,pounds,0.156341
turn a blind eye,1990,4,have,0.117675
turn a blind eye,1990,5,the,0.108675
turn a blind eye,1990,6,come,0.068352
turn a blind eye,1990,7,means,0.061477
turn a blind eye,1990,8,income,0.052145
turn a blind eye,1990,9,of,0.051735
turn a blind eye,1990,10,cast,0.050005
turn a blind eye,1990,11,earnings,0.045390
turn a blind eye,1990,12,",",0.042009
turn a blind eye,1990,13,and,0.040911
turn a blind eye,1990,14,keeping,0.038732
turn a blind eye,1990,15,food,0.037908
turn a blind eye,1990,16,among,0.037860
turn a blind eye,1990,17,live,0.037541
turn a blind eye,1990,18,to,0.036285
turn a blind eye,1990,19,wealth,0.035874
turn a blind eye,2000,0,turn,0.626574
turn a blind eye,2000,1,##aires,0.453072
turn a blind eye,2000,2,##aire,0.298654
turn a blind eye,2000,3,pay,0.193121
turn a blind eye,2000,4,lending,0.164390
turn a blind eye,2000,5,encourage,0.136923
turn a blind eye,2000,6,have,0.130758
turn a blind eye,2000,7,turns,0.107368
turn a blind eye,2000,8,had,0.101241
turn a blind eye,2000,9,assist,0.077369
turn a blind eye,2000,10,to,0.060615
turn a blind eye,2000,11,",",0.060549
turn a blind eye,2000,12,the,0.053857
turn a blind eye,2000,13,cast,0.052512
turn a blind eye,2000,14,foster,0.049487
turn a blind eye,2000,15,abet,0.042960
turn a blind eye,2000,16,want,0.041739
turn a blind eye,2000,17,having,0.038706
turn a blind eye,2000,18,support,0.037413
turn a blind eye,2000,19,suffer,0.036845
turn an honest penny,1840,0,man,0.264532
turn an honest penny,1840,1,-,0.063287
turn an honest penny,1840,2,",",0.062811
turn an honest penny,1840,3,.,0.061666
turn an honest penny,1840,4,christian,0.056828
turn an honest penny,1840,5,the,0.047490
turn an honest penny,1840,6,hypocrite,0.043314
turn an honest penny,1840,7,knave,0.037256
turn an honest penny,1840,8,to,0.034154
turn an honest penny,1840,9,protestant,0.030862
turn an honest penny,1840,10,in,0.030172
turn an honest penny,1840,11,jew,0.026579
turn an honest penny,1840,12,divine,0.025711
turn an honest penny,1840,13,of,0.021316
turn an honest penny,1840,14,a,0.021236
turn an honest penny,1840,15,clergyman,0.021040
turn an honest penny,1840,16,;,0.019430
turn an honest penny,1840,17,atheist,0.018458
turn an honest penny,1840,18,that,0.018187
turn an honest penny,1840,19,politician,0.017736
turn an honest penny,1920,0,politician,0.121021
turn an honest penny,1920,1,man,0.081384
turn an honest penny,1920,2,informer,0.054556
turn an honest penny,1920,3,character,0.037817
turn an honest penny,1920,4,horse,0.033951
turn an honest penny,1920,5,tory,0.029898
turn an honest penny,1920,6,critic,0.027790
turn an honest penny,1920,7,leaf,0.020634
turn an honest penny,1920,8,manager,0.019801
turn an honest penny,1920,9,witness,0.017480
turn an honest penny,1920,10,hypocrite,0.011173
turn an honest penny,1920,11,eye,0.011044
turn an honest penny,1920,12,enemy,0.010973
turn an honest penny,1920,13,gentleman,0.009011
turn an honest penny,1920,14,fool,0.009003
turn an honest penny,1920,15,cheek,0.007757
turn an honest penny,1920,16,candidate,0.007752
turn an honest penny,1920,17,landlord,0.007281
turn an honest penny,1920,18,animal,0.006117
turn an honest penny,1920,19,opponent,0.005870
turn an honest penny,1960,0,corner,0.095120
turn an honest penny,1960,1,hand,0.051497
turn an honest penny,1960,2,mill,0.045298
turn an honest penny,1960,3,wheel,0.039942
turn an honest penny,1960,4,hole,0.035881
turn an honest penny,1960,5,step,0.029964
turn an honest penny,1960,6,horse,0.024711
turn an honest penny,1960,7,nail,0.022805
turn an honest penny,1960,8,man,0.022715
turn an honest penny,1960,9,house,0.019751
turn an honest penny,1960,10,street,0.017053
turn an honest penny,1960,11,leaf,0.016726
turn an honest penny,1960,12,brick,0.015816
turn an honest penny,1960,13,door,0.013903
turn an honest penny,1960,14,stone,0.012149
turn an honest penny,1960,15,trade,0.011439
turn an honest penny,1960,16,##k,0.009784
turn an honest penny,1960,17,turn,0.008244
turn an honest penny,1960,18,##ist,0.008113
turn an honest penny,1960,19,row,0.007755
turn an honest penny,1970,0,interest,0.376615
turn an honest penny,1970,1,part,0.088275
turn an honest penny,1970,2,hand,0.056149
turn an honest penny,1970,3,man,0.024358
turn an honest penny,1970,4,trade,0.022982
turn an honest penny,1970,5,politician,0.021593
turn an honest penny,1970,6,life,0.018072
turn an honest penny,1970,7,character,0.015659
turn an honest penny,1970,8,one,0.011881
turn an honest penny,1970,9,eye,0.008245
turn an honest penny,1970,10,cheek,0.007388
turn an honest penny,1970,11,##ist,0.007291
turn an honest penny,1970,12,merchant,0.006931
turn an honest penny,1970,13,attention,0.006623
turn an honest penny,1970,14,trader,0.006394
turn an honest penny,1970,15,agent,0.006127
turn an honest penny,1970,16,mind,0.005748
turn an honest penny,1970,17,concern,0.005573
turn an honest penny,1970,18,industry,0.005457
turn an honest penny,1970,19,fortune,0.005175
turn an honest penny,1980,0,window,0.434224
turn an honest penny,1980,1,glass,0.160499
turn an honest penny,1980,2,the,0.086892
turn an honest penny,1980,3,business,0.077928
turn an honest penny,1980,4,ear,0.062187
turn an honest penny,1980,5,mind,0.054323
turn an honest penny,1980,6,man,0.051180
turn an honest penny,1980,7,this,0.048290
turn an honest penny,1980,8,shop,0.047796
turn an honest penny,1980,9,trade,0.047662
turn an honest penny,1980,10,manager,0.047173
turn an honest penny,1980,11,",",0.045807
turn an honest penny,1980,12,in,0.045048
turn an honest penny,1980,13,hand,0.043428
turn an honest penny,1980,14,away,0.042619
turn an honest penny,1980,15,.,0.041409
turn an honest penny,1980,16,heart,0.039081
turn an honest penny,1980,17,of,0.038504
turn an honest penny,1980,18,to,0.037505
turn an honest penny,1980,19,horse,0.033652
turn an honest penny,1990,0,man,0.185388
turn an honest penny,1990,1,horse,0.102828
turn an honest penny,1990,2,hand,0.062095
turn an honest penny,1990,3,one,0.031639
turn an honest penny,1990,4,trader,0.024002
